comment,emotion,polarity
Essa é a única forma de colocar o pavio na vela de flor,joy,negativo
"Posso fazer na forma de cozinha, silicone?",neutral,negativo
E para colocar o pavio de madeira?,neutral,negativo
Qual a proporção quanto de parafina de soja para quanto de essência?,neutral,neutro
Quanto tempo deixo esfriar pra poder desmoldar,neutral,positivo
"@Peter Paiva, pode fazer o corante para velas com vaselina?",neutral,neutro
Sou novato no ramo queria fazer mas aulas,neutral,neutro
A essência de Whisky Escocês poderia ser usada na vela?,neutral,negativo
O corante pra dá cor pode ser qualquer um ou é específico pra velas?,neutral,negativo
Olá. Quantas horas deixa a vela de forma de silicone para secar?,neutral,negativo
Segui suas orientações mas minhas velas ficaram algumas marquinhas e com um brilho parecendo plástico… oq eu faço? 😢😢😢,neutral,neutro
Oi Peter... Se eu entendi o tempo médio desse formato de secagem é de 2 horas?,neutral,negativo
Eu não sei usar o teu molde de silicone para vela de rosa com três cortes.,neutral,negativo
Onde eu compro esse Becker lindo pequeno com o pezinho ?,neutral,negativo
Como tirar as bolhas da forma de silicone???,neutral,negativo
Tem como fazer as flores só com cera de coco ?,neutral,neutro
"Fiz minha segunda tentativa na parafina vegetal e minhas petalas quebraram de novo, segui passo a passo do video… que q pode ser?",neutral,negativo
Eu não uso o ferro quente. Ponho palito de dente no molde antes de pôr a parafina. O furo para o pavio fica perfeito ❤,disgust,negativo
Vc é  MT fôfo ! Quero te abraçar!🌹🤗,neutral,negativo
Aonde encontro formas para faxer vélas de formas de Santo .,neutral,positivo
"Peter, como vc lava a forma? Com agua e sabão?",neutral,negativo
"Olá Peter! Eu assisto seus videos de Portugal! Eu gostaria de saber onde vc compra seus moldes, se em algum site internacional? Em que temperatura vc verte a vela no molde?",neutral,negativo
"Meu mestre Peter, aqui na Europa a gente consegue cera de soja 100% . Bem controlada pela União Europeia, por sinal. Só que a cera para molde é diferente da cera para vidros. Então, no meu caso que não uso parabenos tenho que comprar 2 ceras diferentes. Mas fica muito bom. Depois passa lá no @alegria.velas<br>Beijos! Amo tudo que você faz.❤",neutral,positivo
"Sempre o melhor, mas queria saber do ferro para abrir a cavidade da vela ?",neutral,positivo
Eu quero saber se as suas formas eu encontro na shoppe,neutral,neutro
Já vi como colocar o pavio amei &#39; quero fazer o curso de velas com você,neutral,positivo
Arrasou!,surprise,negativo
"Obrigada,  Peter!",joy,positivo
"Rapaz... já tive uma fábrica de velas, vou te ensinar o truque para soltar velas de dentro de formas.<br>Use um desses compressores de nebulizacão ligado a algo como um funil pela mangueira jogando o ar pela ponta do funiu. Liga o compressor e emborca o funil na boca da forma com um pouco de pressão. O ar entra sob pressão entre a parafina e a parede da forma dando uma peque inflada na forma. Isso deixa a vela solta, não precisa nem passar o óleo mineral nem nada.<br>Há... e para guardar a forma utilize a própria parafina. Gesso pode deixar sujo.",neutral,negativo
GRATIDÃO!!,anger,positivo
"Oiê, obrigada pelo vídeo! <br><br>Como vocês embalariam essas velas?",neutral,negativo
Qual a temperatura boa pra colocar a vela na forma?,neutral,neutro
"Trabalho com velas, as ceras que eu uso, e a de coco da Solven, T02, e a palma,  nenhuma dessas sao boas pra essa finalidade?",neutral,negativo
"Pode me ajudar com minhas dúvidas? Só achei parafina de soja 96% de soja, então com essa parafina poderia fazer eu mesma um blend? Misturar digamos metade de parafina de petróleo? Estou fazendo velas com base de concreto e como são desinformadas queria uma vela mais dura.",neutral,negativo
Não consigo  desinformar a  rosa soap  quebra as pontinhakkl,disgust,negativo
Qual tipo de corante foi utilizado?,neutral,negativo
Vou fazer o teste so com a cera de SOJA pra ver se desmolda.,neutral,negativo
Alguma dica para acabamento no final da vela? <br>Poderia usar Eva? <br>Será que gruda?,neutral,neutro
tão elegante❤😊,neutral,positivo
"Não entendo por que as pessoas dão um grito no início dos vídeos... Se era pra ser original, saiba que não deu certo. É clichê e chato. 😒",neutral,negativo
Não seria mais fácil já faze com o pavil,anger,negativo
Porquê não  vai gordura  vegetal?,neutral,negativo
"O fundo da vela não fica reto, sempre fica curvo. O que faço?",neutral,negativo
Quando vc acende  ela derrete a rosa roda ou nao,neutral,negativo
"tem como fazer uma placa de silicone igual ao eva ?? tipo um tapete culinário ?? sem desenhos, so uma retangulo liso da mesma espessura!!",neutral,negativo
Oi Peter !!! <br>Qnto tempo dura essa vela acesa !? <br><br>Adorei o seu conteúdo e o site com os produtos 👏🏼👏🏼👏🏼<br><br>Obrigada,neutral,positivo
"Gostaria de colocar uma mine loja sobre seus produtos como faço p comprar, obrigada.",neutral,neutro
Obrigado ❤é muito bom.,neutral,positivo
"Ah sou confeiteira e agora vou entrar nesse ramo de velas,@peterpaiva principalmente pra fazer lembrancinhas fe 15 anos da minha filha te adoro peter❤❤❤❤❤",joy,positivo
A essência da vela pode ser a mesma que usa em sabonete ou são diferentes,neutral,neutro
Arrasou muito!!!!,surprise,negativo
Olá sabe me dizer porque a cera fica com manchas brancas?,neutral,negativo
"Peter, algumas velas saem com estrias do molde de silicone, como resolver isso? 🥲 Usando a mesma cera mix.... A cera deve ser colocada mais fria ou mais quente nesses casos pra não dar estrias naa velas? Obrigada 🥰",neutral,neutro
Quanto tempo demora pata a vela ficar pronta e poder ser desinformada? Obrigada ❤,neutral,neutro
"Se eu utilizar uma fôrma dessas para velas, eu não posso usar para resinas?",neutral,negativo
quanto tempo tenho que esperar pra desmoldar?,neutral,neutro
Você é o máximo 😘,neutral,positivo
se eu só fazer um furinho no molde? dá certo?,neutral,negativo
"posso usar outra coisa no lugar do óleo mineral? se sim, qual?<br>e como você lava suas moldes de silicone?",neutral,negativo
"Amoooo assistir suas aulas,obrigada!!!!❤",neutral,positivo
"Oi,tudo bem??? Qual a melhor cera para não escorrer? A ecomix derrete é inunda o suporte. Vc pode mostrar uma vela derreter? Muito obrigada",surprise,negativo
Suuuuper vídeo de👏👏👏👏 me tirou muitas dúvidas. Obrigada,anger,neutro
"Olá!! Se eu usar cera de coco + estearina ou cera de coco + cera de palma, consigo fazer as flores?",neutral,negativo
Esse corante é o mesmo do sabonete.? No site so encontrei em pó,neutral,negativo
"APLAUSOS , QUERO está forma das rosas vc vende?",neutral,negativo
Quais todas as formas que vcs conseguem usar para vela? <br>Flower soap<br>Flor do campo<br>Rosa do marrocos<br>Quais mais já testaram e deu certo? Poderiam me passar os nomes? Grata,neutral,negativo
Um quilo de parafina dar para fazer quantas velas desta?,neutral,neutro
Quantas flores da pra fazer com esse tanto?,neutral,neutro
Da um medo de quebrar as pétalas!!!,neutral,neutro
Amo os seu vídeos.,neutral,positivo
Quantas gramas tem essa forma que  o mestre esta usando?,neutral,negativo
Oi Peter..<br>Posso usar vaselina ao invés de óleo mineral? <br>Vc limpa a forma de silicone com algum produto?<br>Obrigada ❤️,neutral,neutro
Qual o tempo de queima de uma vela desse tamanho?,neutral,negativo
Maravilhoso 👏👏👏 perfeitas.😍😍,neutral,positivo
Obrigada por compartilhar 💋💜👏,neutral,positivo
Que lindeza! 🙏 qual o nome dessa forma Peter?,neutral,negativo
"Peter sou fã demais de tudo isso, por favor , quero comprar algumas forminhas",neutral,negativo
"obrigada por compartilhar,te sigo desde o inicio da sua carreira e amo seu trabalho! Agora quero aprender a fazer e vender velas aromaticas",neutral,positivo
Amei quero muito aprender faser,neutral,positivo
Gostei muito...,neutral,positivo
"SIMPLESMENTE DECEPCIONADA! Ele ajuda tanto a pessoas a começarem seu negócio, mas quando se trata de comprar na loja dele, não tem empatia nenhuma com os clientes. Compro pavios de madeira há pelo menos uns 2 anos, mas a última compra que fiz e fabriquei as velas, elas estão voltando com defeito por conta desses pavios, que visivelmente vieram diferente das outras que vinham antes (provavelmente trocaram de fornecedor). Entrei em contato com a central de atendimento, e não houve negociação nenhuma (sei que tem o prazo de 7 dias para troca, mas sejamos inteligentes né, quem fabrica velas sabe que não se faz velas e se vende dentro de 7 dias). Eles não tem consideração nenhuma pelo cliente. Estou tendo prejuizos por conta desses pavios que estão defeituosos, pois meus clientes estão reclamando. Espero que esses 69 reais não te faça falta Peter Paiva! Muito querido aqui nos videos, mas quando se trata de empatia pelos clientes que compram na loja, é ZERO!",neutral,negativo
Muito bom👏,neutral,positivo
Bom dia eu posso fazer velas com flores natural como faço com as flores,neutral,positivo
eu posso derreter no fogão? desculpe mas nao vi ainda essa parte se foi dito,neutral,negativo
Comprei uma velas e fica apagando direto e fica cheia de buracos,fear,negativo
Boa noite! Pode colocar flores sem ser desidratadas?,neutral,positivo
Amei maravilhoso,neutral,positivo
A parte mais dificil de acertar é a temperatura da vela quando coloca a essência ja testei várias essências tem que estar a baixo de 50 graus pra nao evaporar ela na hora mas nessa temperatura a cera ja esta solidificando. Nao sei oq fazer hahahaha,neutral,negativo
"Que show suas dicas, estou iniciando nesse ramo....estou ando seis vídeos e dicas.",neutral,positivo
Imail ferreira marle @. G. Com,joy,neutro
"Quero começar  fazer velas pra vender e preciso do seu tell pra comprar com você,como faço.",neutral,neutro
Obrigada Peter 😊❤,neutral,positivo
Minha dúvida é: precisa esperar pra acender ? Ouvi dizer que tem que deixar em um local escuro por 7 dias,neutral,negativo
"O meu pavio tem a chama pequena e acaba por apagar? O que está errado? <br>Depois de aceso, o cheiro não é notório. Porquê?",neutral,negativo
Que gordura é essa? Desculpa a minha ignorância...,neutral,negativo
É gordura do que??,neutral,negativo
Ficam lindas.....vc também é um fofo❤,neutral,negativo
Como faço para comprar todo o material?😊,neutral,neutro
Show de bola esse trabalho seu so me encanta parabéns 😊,joy,positivo
Boa noite qual seria a marca da essência,anger,positivo
"Oi Peter seu lindo,onde voce compra essas panelinhas coloridas com tampa e alça?",neutral,negativo
"Lindo o vídeo, faltou indicar as essencias😢😢",neutral,negativo
Vc ensina muito bem obrigada,neutral,positivo
Vcs fornece as matérias primas ou indica onde comprar?,neutral,neutro
"Boa noite Peter, td bem?<br>Adoro seus trabalhos, vc é d+.<br>Peter, é obrigatório colocar etiqueta?<br>Deus abençoe sempre🤗",neutral,positivo
Boa tarde!alguem tem o site que ele disponibiliza o adesivo por favor?,neutral,negativo
Quantos mls tem esse pote de vidro?,neutral,negativo
A parafina pode ser outra que não de soja?,neutral,negativo
alguem tem indicação de fornecedores de copos de vidros para vela,neutral,negativo
Perfeita você sempre arrasa 💓😍,neutral,positivo
Eu que agradeço Peter bjs,neutral,positivo
Nossa adorei!,joy,positivo
"Adoreii, gostaria de entender melhor porque misturar cera de soja, não dá para fazer só com gordura vegetal?",neutral,positivo
"Muito bom, e hoje dois anos após é tendência",disgust,positivo
Cheguei agora e já estou amando. Deus te abençoe 🙌🙌😍😍😍😍,joy,positivo
Fiz vela aromática de lembrancinha para uma cliente e quando ela acendeu a vela está saindo uma fumaça preta. Isso é normal?,neutral,negativo
Gisraria de usar andiroba e a mesma forma pq gosto muito,neutral,neutro
"Essa gordura vegetal é oq? pq tem várias, aí não sei qual é pra comprar :/",neutral,negativo
Vou assistir o restante do curso ameiiiii,neutral,neutro
Antes derretia em banho Maria,neutral,negativo
Olá! Para quê serve essa gordura?,surprise,negativo
Bom dia ☀️ onde comprar as suas essências?,neutral,positivo
"Peter, me tira uma dúvida. Essa gordura vegetal é propria para vela ou é gordura vegetal comum quem compramos em supermercado?",neutral,negativo
"Quero começar a fazer, mais gostaria de saber o nome da marca da gordura vegetal própria para velas???",neutral,neutro
Bom dia. Sesta feira fiz ym.pedido através dos comentários. Vc poderia responder der? Por favor.,neutral,positivo
Amei suas dicas,neutral,neutro
qual é o essencia própria para vela?,neutral,neutro
Só nao entendi o pq de misturar gordura com parafina...,neutral,negativo
Poderia colocar os ingredientes no link,neutral,neutro
Eu fico sempre em dúvida em relação a espessura do vidro? Qual seria?,neutral,neutro
Boa tarde gostaria de saber se voce vende as essencias,neutral,neutro
Como que faz pra fazer curso com você ? Eu quero,neutral,positivo
Amei. Gratidão 🌹,neutral,positivo
"Peter Paiva, vc é top. Sempre nos ajudando, Deus te abençoe.",neutral,positivo
"boa noite amigo,,sou do Rio Grande Sul..cidade Venancio Aires..adoro suas receitas top,,tudo lindo e perfeito...Deus te abençoe sempre..",neutral,positivo
Eu nem faço  velas e amei a explicação  dele.,neutral,negativo
"No lugar do amaciante, posso colocar um perfume?",neutral,negativo
Angélica.mogeira❤,neutral,positivo
Oi Peter será que me pode ajudar<br> Eu estou pensando comecar a fazer velas e sabonetes com óleos essenciais pois eu já sou consultora bem estar da doterra e queria transportar os efeitos dos óleos e fazer em velas mas quando faço parece que o aroma desaparece<br> Sera que você me pode ajudar,neutral,neutro
A etiqueta não derrete com o calor da vela?,neutral,negativo
Adorei a aula e as dicas. Deus te abençoe por compartilhar.,neutral,positivo
Qual a melhor essência? Pq sabemos que algumas velas nem exala o cheiro no ar. Obrigada 😘,neutral,neutro
Maravilhoso 🙏🙏,neutral,positivo
Olá. Obrigada pela aula. Onde compro as tampas metálicas para os copos de velas ? Abraço,neutral,neutro
"Estou abrindo uma loja de velas aromáticas pelo instagram, se você poder me ajudar seguindo a página!! oasisessence.sp",neutral,negativo
Onde acho desses copos?,neutral,negativo
"Olá!no copo seus ,no site ,de 7 cm de diâmetro se eu usar dois pavios médios pode explodir?Qual a espessura deve pavio e diâmetro do copo do video(seu exemplo aí)?",surprise,negativo
Vc e maravilhoso amei,neutral,positivo
Vídeo perfeito!!!!,anger,positivo
Moro em Belo Horizonte MG as onde eu compro e asa parafinas,neutral,negativo
Eu não sabia desse curso tem como eu ver os outros,neutral,neutro
Alguem poedria me ajudar? Quanto coloco de essência para 1kg de parafina ?,neutral,negativo
"Ola, tudo  bem? <br>Queria agradecer por teres explicado que  o pavio fino faz com que a vela do derreta naquele sitio. Todas que compro faziam isso e eu perguntava me se era da qualidade da cera. <br>Tudo de bom, continua com o excelente trabalho",neutral,positivo
Peter faz uma tabela da quantidade de parafina pra qua todas a de essencia q temos q usar. Eu fico perdida quando fala na quantidade da essência. Obrigada😊,anger,negativo
Peter qual o número do pavio q utilizou?,neutral,negativo
"Amei seu vídeo. Qual a marca de essência e da parafina de soja que você usa e onde compra? Tenho tentando no Mercado Livre, mas os comentários não são bons. Amo velas e gostaria de tentar fazer",neutral,negativo
Olá!onde acho gordura vegetal?,neutral,negativo
obrigado!!!!!! pela explicação.,surprise,positivo
"Peter, adoro seus vídeos e tenho aprendido a fazer umas velas aqui pra casa mesmo. Daí me veio uma dúvida. Se eu extrair uma essência de alguma planta, usando álcool ou algum óleo em banho Maria, posso adicionar normalmente na mistura da vela?? Muito obrigado viu",fear,positivo
Nossa você é incrível!!!!,anger,positivo
Obrigada! Adoro velas aromáticas. Anotei o site e tudo de bom!!!,neutral,positivo
"Deus abençoe sua vida,menino",neutral,positivo
Queria saber como achar os materiais pra começar a fazer.,neutral,positivo
Como eu apago a chama dessa vela que não tem tampa ?,neutral,negativo
Essa gordura é aquela gordura vegetal hidrogenada de mercado mesmo?,neutral,negativo
"Qual a medida deste pavio? Quando vou comprar eles são todos iguais estou na dúvida x30, x45",neutral,negativo
Maravilhoso,neutral,positivo
Meu deus quero.muoto aprender fazer velas meu sonho estou amando acistir os vídeos,neutral,positivo
"As veses as velas que faço, solta fumaça bem preta, e chama alta..pq isso acontece, e o que devo fazer?? Qual melhor tipo de pavio? Obrigada",fear,negativo
"Amei ,a dias estava procurando velas grossas e perfumadas e não  encontrei.parabéns",disgust,negativo
Uma receita de vela rende quantas velas?,neutral,negativo
Quais as esencias,neutral,neutro
Cera de soja é o mesmo que parafina de soja?,neutral,negativo
Tem cursos !!??,surprise,negativo
Porque a vela está ficando manchada no vidro ?,fear,negativo
Adorei eu adoro velas. Quero..... !!!!,neutral,positivo
Peter boa tardeee eu estou apaixonada em trabalhar c velas.vai ser meu próximo empreendimento bjss,neutral,positivo
onde que eu posso vê esse mini curso ?????,surprise,negativo
"Peter, você é incrível! Suas aulas são ótimas!!!!!!!",surprise,positivo
Oiii... Boa tarde... aonde posso comprar essas parafina de soja... na minha região... no interior de São Paulo não estou encontrando... nem mesmo a parafina normal... vc tem algum site confiável para que eu possa comprar esses itens?? Quero montar minha loja 🙏😍,neutral,negativo
Essa gordura vegetal é aquela do supermercado de uso culinário?,neutral,negativo
Amei . Vc é incrível,fear,positivo
Pode me ajudar? Eu tiro a parafina de soja do fogo e ela demora menos de 3 minutos pra começar a endurecer! Não dá tempo de trabalhar! Oq pode estar acontecendo?,neutral,negativo
Esse cara é o Wolverine juvenil,disgust,positivo
"Gente, me ajuda, o que exatamente é gordura vegetal?",disgust,neutro
"Boa tarde eu estou adorando as aulas ,mas to com uma dúvida como eu posso desenformar as velas ,se eu colocar em recipiente que eu não quero q queime nele e sim em outro",joy,neutro
Peter pra um recipiente menor q esse seu pavio fino ou médio?,neutral,neutro
"Eu comprei uma vela, já comecei a usar e ficou um buraco no meio o que eu posso fazer ?",fear,negativo
Como fazer pra quando acender nao ficar preto em volta do copo,neutral,neutro
"Peter, eu usei a gordura vegetal mas quando eu acendo a vela fica estralando (acredito q é por causo do óleo), oq fazer?",neutral,negativo
Peter esse pavio e o B2040,neutral,positivo
"Peter eu posso derreter a parafina sem ser a de lentilha, a parafina normal na gordura vegetal da o mesmo efeito ? Ou tem que ser a parafina vegetal?",neutral,negativo
"Preciso de dicas onde comprar todos os ingredientes, parafina e essências bem boas, sou de Santa Catarina",neutral,positivo
Adorei!!! Só não entendi porque usou gordura...,neutral,positivo
Paiva admiro seu trabalho e sua organização vc é 10 ensina muito bem... Boa sorte👋💗,joy,positivo
Fantástica a sua aula!<br>Virei seu fã!<br>Abraço,joy,positivo
Peter onde posso encontrar esses potinhos de vidro?,neutral,negativo
"Peter você não mostrou como se prepara o giz na parafina com a essência,se pode ser tudo junto ou tem que ser um e depois o outro 🤔",neutral,negativo
Não te conhecia e te amei! Obrigada pelas dicas (aula)!!!,anger,negativo
Seu lindo! Maravilhoso! Jesus te abençoe.,neutral,positivo
Alguém me indica algum site confiável para comprar os produtos online?? Em minha cidade não há lojas que vendem.... 😣,neutral,negativo
Boa tarde Peter! Por que a vela rebaixa quando está esfriando!? <br>Muito obrigado!,anger,positivo
Amei!! Lindo  trabalho 💗💗💗,joy,positivo
"A parafina em gel, também pode ser misturada com gordura vegetal?",neutral,negativo
Nossa... Nós Estados Unidos tem lojas enormes só de velas aromáticas de todas as formas... Tomara q essa tendência venha pra cá TB.,neutral,negativo
Dúvida: qual a diferença de usar ou não a gordura vegetal? No vídeo anterior você usou somente a parafina,neutral,negativo
"Santa  receita   muitp  obrigado,    Claudete  Troiano     e  Peter  Paiva  pelo    incrivel     Mini  Curso",neutral,positivo
Peter vc fez a outra com parafina e giz com essencia!!!! Essa é diferente,neutral,negativo
Peter....vcs não tem né zap??,surprise,negativo
"Eu sou suspeita para falar, pois amo trabalhar com velas!!!",fear,neutro
O gelo é feito com parafina em gel?,neutral,negativo
"Esse cubinhos, o que são? Parece gelo! 💕",neutral,negativo
Nossa vc e muito criativa parabens,neutral,positivo
Tendi foi nada,neutral,negativo
Que vela linda 😍😍 qual corante você usou ?,neutral,positivo
Como você faz o líquido?,neutral,neutro
Como se fez os gelinhos,neutral,positivo
E eu pensando em como q fez o gelo,neutral,positivo
Mano que lindo e apetitoso kkkkkk,neutral,negativo
O gelo tbm é parafina?,neutral,negativo
Estou encantado. E com vontade de bebê-la rsrs como fez esses &quot;gelos&quot;?,surprise,positivo
"Que lindo! Qual o pavio, por favor?",neutral,negativo
Cristina maria lima Oliveira amém amem Pablo de boa noite amem amem e que Deus te amo Deus e que Deus te amo Deus 😮😮😮😮😮❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤,fear,positivo
"Vela no amaciante? O contrário, não?!",surprise,negativo
Não façam. Não  fica aromática. Povo pra passar mentiras em busca de visualizações,neutral,negativo
Eu ja vi colocando canela em po e o cravo acho k deve da certo,neutral,neutro
Muito Bom obrigado vou fazer sim 😘❤️🌃,neutral,positivo
Sensacional demais 😍😍😍👏👏👏👏👏👏,neutral,neutro
"Blz,vou fazer isso! Isso é bom!",joy,positivo
O senhor é meu pastor e nada me faltará! ❤🎉,fear,positivo
"Não façam, que não dá certo eu fiz só pedir os ingredientes que decepção",neutral,negativo
Grata a todos os que fizeram e avisaram nos comentários. Não dá certo 😂😂😂😂😂,neutral,positivo
"Boa noite notar 1,0000 são Paulo pirapora do Bom Jesus",neutral,positivo
Nao deu certo pq começou a exalar cheiro de cú,disgust,negativo
👍Vou fazer ! Obrigada ! 🌻☘️🌻,neutral,positivo
Amgelica.mogeira❤❤,neutral,positivo
Colocar canela tbm fica maravilhoso e prende o fio com pregador de roupa,neutral,positivo
Muito bom!❤❤❤,neutral,positivo
Obrigada pela dica!,neutral,positivo
"Há de se ter mto  cuidado,pois derreter parafina é um tanto perigoso.<br>Se passar do ponto pega fogo provocando acidentes e até incêndios. Tudo oq diz respeito a velas tem q se ter mto cuidado. Gdes incêndios foram prvocados por velas acesas ou parafinas derretendo. Na produção de velas recomenda-se derreter a parafina em banho Maria.",neutral,negativo
"Vou fazer com canela em  pau e pó e alguns cravos, pra perfumar a casa e atrair dinheiro.<br>Gratidão  paz e luz 🙌🏽 🙌🏽 🙌🏽",anger,positivo
vou fazer <br>já uso cravo  de molho na garrafa pet como repelente,neutral,neutro
Top demais 👏🏾👏🏾👏🏾 pode ser essência de citronela ou outra qualquer ❤ muito bom 👍🏾😃❤️❤️,neutral,positivo
Gratidão,neutral,positivo
Acenda a vela e cheire o amaciante,neutral,positivo
Gostei vou fazer Deus te abençoe amém,neutral,positivo
Fiz não deu certo 😢,neutral,negativo
Muito obrigada Gloria a Deus gratidão,neutral,positivo
"Nao funciona. To decepcionada. O amaciante nao endurece, nao cheira e o cravo tambem nao cheira.",sadness,negativo
gostei da dica obrigada 🙂,neutral,positivo
Joia,neutral,positivo
Não dá certo😂,neutral,negativo
NÃO presta mentira,neutral,negativo
"Eu fiz desse jeito e não deu certo,o pavio apaga quando chega na vela.",neutral,negativo
Aromática com odor de amaciante.. gostei não.,disgust,negativo
Q macumba é e essa 😅😅😅😅😅,neutral,positivo
Não dá certo o a maciante não mistura com a cera,neutral,negativo
"Feio, faz mal pra saude e fica com cheiro de roupa lavando. Uma essencia custa 8 reais e é mt melhor.",neutral,negativo
gostei parabéns,neutral,positivo
A parafina so se mistura com substancia oleosa. Amaciante tem agua. 😂😂😂,neutral,negativo
Mas esses amaciante sao forte demais,neutral,neutro
"Mentira, fiz e não deu certo",disgust,negativo
Fiz e não prestou😂,neutral,negativo
valdenice gostei muito sou de são paulo,neutral,positivo
"Nunca q isso vai dar certo, o amaciante não é oleoso 😂",neutral,negativo
Tenho receio de partir a vasilha de vidro,neutral,negativo
Não dá certo,neutral,negativo
Gostei vou fazer obrigado,neutral,positivo
Eu tentei fazer e não da certo... o amaciante fica liquido e apaga a vale!,anger,negativo
Tudo mintira não façam isso que não da certo não é propagana enganosas,neutral,negativo
Que dica maravilhosa ❤️👏😯,neutral,positivo
Só gastei o meu dinheiro a toa 😔 não prestou,neutral,negativo
E mentira,neutral,negativo
Tudo mentira,neutral,negativo
"Nao deu certo, apagou o pavio.",neutral,negativo
"É mentira, o líquido não mistura",disgust,negativo
"Não funciona… fiz e já lhes adianto… nem tente! O amaciante não se mistura com a vela… ela queima sem cheiro algum enquanto está na cera, quando a cera evapora e chega no amaciante o pavio apaga 🤷🏻‍♂️🤦🏻‍♂️",neutral,negativo
Na verdade o amaciante não misturou com a vela,neutral,negativo
Obrigada por compartilhar seus conhecimentos que Deus te abençoe hoje amanhã e sempre ❤,neutral,positivo
Uma colher de pau seria melhor,neutral,neutro
Vela de macumba é.???...,surprise,negativo
"Vc é doida é mulher?,,mexer com garfo putz",neutral,negativo
Que tipo de parafina é essa? Gratidão,neutral,neutro
Arruma um garfo grande de duas pontas ; esses de churrasco ; ou de madeira  É SO uma opinião ok ?  o trabalho é ótimo. 👍,joy,negativo
Giz de cera bao é prejudicial pra saude não?,anger,negativo
"Eu amei o vídeo, mas sou autista e esse garfo arranhando a panela foi uma tortura kkkkkkkkkkk",fear,negativo
A quintura não quebra o vidro?,neutral,negativo
Tenho uma panelinha esmaltada que uso para sabonetes. Posso usar a mesma panela?,neutral,neutro
"Prefiro a colher ,garfo não rola prá mim",neutral,negativo
Essa  música eh horrivel,neutral,negativo
"Da uma colher de pau pra essa menina ! Pelo amor, mexer com garfo e ainda pequeno,  affff",neutral,positivo
Gostei do seu vídeo 👏🏼👏🏼 música de fundo tá bem legal 👏🏼😅 também,anger,positivo
"Uma pergunta, o pote não estoura devifo ao calor?",neutral,negativo
Fora os comentarios negativo  eu gostei muito amiga comtinua dando dicas um abraco,anger,negativo
As velas ficaram cheirosas ? dava pra sentir o aroma quando acessas ? Obrigado,neutral,negativo
Onde comprou essa lâmpada ???,neutral,negativo
Poderia ter usado uma colher de pau,neutral,negativo
Uma colher de pau era melhor,fear,negativo
Somente com cera de abelha dá certo??,neutral,negativo
Tem que ser garfo?,neutral,negativo
Não  é  necessário  ficar mexendo.  A parafina derrete por si só,neutral,negativo
"Tem anilina a óleo,  próprio  pra parafina",disgust,neutro
Aflição com esse garfo😅😅😅😅,neutral,negativo
Top demais,neutral,positivo
Mulher mexa com conxa de pau,neutral,negativo
Não dá para usar uma colher de pau,disgust,negativo
Só não é a mesma panela que começou.,disgust,negativo
Onde consigo o material que vc usou pra velas,disgust,positivo
Por quanto  tempo temos que  esperar  p/ poder acender a vela?,neutral,neutro
Pode derreter a parafina em  Banho Maria?,neutral,negativo
Existe outra forma de colorir as velas sem ser giz de cera????,neutral,negativo
Não gostei de pintar com giz de cera fica muito forte a cor e sim brilho,neutral,negativo
A música de fundo também é desnecessária.,disgust,positivo
"Nossa esse garfo,vc não tinha uma colher de silicone",neutral,negativo
Nossa que agonia de ouvir raspando esse garfo 😅,neutral,positivo
A música do vídeo é muito chata,disgust,negativo
"Um vídeo muito gratificante  mas a música  de fundo atrapalha  a concentração  de quem tá iniciando, mas  te agradeço  pela sua generosidade  de nos ensinar",neutral,positivo
O buraco é pq vc precisa aquecer o recipiente que vai receber a cera.,fear,positivo
"Querida, compre uma espátula de bambu ou silicone para vc mexer a panela. Por favor!!!!!!",neutral,negativo
Eu fiz com amaciante ficou cheiroso porem o amaciante nao se misturou com a parafina 🤷,joy,negativo
Qual o valor indicado pra revenda?,neutral,negativo
Pode usar giz pastel no lugar do giz de cera?,neutral,neutro
Melhor  derreter em banho  Maria,fear,positivo
Menina usa uma espátula,neutral,negativo
Onde se consegue comprar pavio para vela???,neutral,negativo
Uma colher de pau seria ideal 😊,joy,positivo
Eu vou começar a fazer obrigada por ensinar ❤ 🙏🏻 bom dia 🌻🍀💚🙏🏻,neutral,positivo
Música chata pra caramba!<br>Quase deixei de assistir o vídeo!,neutral,negativo
Onde encontrar essa fragrância,neutral,positivo
Oquem e esso vermelho,neutral,negativo
Onde comprar a parafina,neutral,positivo
"Bom dia!<br>Independente do uso do garfo, ficou muito bom. Principalmente se fica mais em conta, temos que nos adaptarmos ao que temos em mãos .<br>Muito obrigada, por tirar um tempinho que com certeza é tão precioso, para nos ensinar algo criativo e valoroso.<br>Parabéns 👏👏👏👏",neutral,positivo
Isso não funciona a cera derrete e apaga o fogo a vela não pode ficar dentro do recipiente,neutral,negativo
Essas essencias são todas sem alcool???,neutral,negativo
Muito obrigada por nos ensinar. Mas me diz como vc não tem agonia com garfo em panela.. nussa! Que agonia. Tive q passar essa parte 😅😅,neutral,neutro
Eu coloco em banho Maria.,neutral,positivo
Não pode usar colher de pau?,neutral,negativo
"Acabei de assistir o video , gostaria de saber se depois de derretida,pra por a esssencia tem que estar no fogo ?",neutral,negativo
Moça o que e parafina,neutral,negativo
Você poderia mim enformar,neutral,neutro
Oi onde eu posso encontrar parafina,neutral,negativo
Porq não  usa colher de pau,neutral,negativo
